wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: ewijaya to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 5a6vge30
wandb: Tracking run with wandb version 0.25.0
wandb: Run data is saved locally in /home/ubuntu/storage1/recursive-mol/src/wandb/run-20260311_092438-5a6vge30
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run smiles-d6-ReluSquared
wandb: ⭐️ View project at https://wandb.ai/ewijaya/recursive-mol
wandb: 🚀 View run at https://wandb.ai/ewijaya/recursive-mol/runs/5a6vge30
Track: smiles
Vocab size: 37
Model config: {'sequence_len': 256, 'vocab_size': 37, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 320, 'window_pattern': 'SSSL', 'activation': 'ReluSquared', 'ffn_mult': 5, 'use_value_embeds': True, 'tie_embed_weights': False}
Parameter counts:
  wte                     : 11,840
  value_embeds            : 35,520
  lm_head                 : 11,840
  transformer_matrices    : 8,602,080
  scalars                 : 12
  total                   : 8,661,292
Estimated FLOPs per token: 5.561568e+07
Scaling AdamW LRs by 1/sqrt(320/768) = 1.549193
Time budget: 300s
Max epochs: 10
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 3.611664 | lrm: 1.00 | dt: 2992ms | tok/sec: 21,902 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 3.267594 | lrm: 1.00 | dt: 1002ms | tok/sec: 65,384 | mfu: 2.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 2.821062 | lrm: 1.00 | dt: 125ms | tok/sec: 523,527 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 2.553178 | lrm: 1.00 | dt: 125ms | tok/sec: 523,869 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 2.377366 | lrm: 1.00 | dt: 125ms | tok/sec: 523,691 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 2.256899 | lrm: 1.00 | dt: 125ms | tok/sec: 523,520 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 2.162317 | lrm: 1.00 | dt: 125ms | tok/sec: 523,442 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 2.089880 | lrm: 1.00 | dt: 125ms | tok/sec: 523,674 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 2.037752 | lrm: 1.00 | dt: 125ms | tok/sec: 522,994 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 1.995353 | lrm: 1.00 | dt: 125ms | tok/sec: 523,066 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 1.950374 | lrm: 1.00 | dt: 125ms | tok/sec: 523,121 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 1.908564 | lrm: 1.00 | dt: 125ms | tok/sec: 523,393 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 1.873427 | lrm: 1.00 | dt: 125ms | tok/sec: 523,594 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 1.838262 | lrm: 1.00 | dt: 125ms | tok/sec: 523,263 | mfu: 23.3% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 1.805107 | lrm: 1.00 | dt: 125ms | tok/sec: 523,044 | mfu: 23.3% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 1.771744 | lrm: 1.00 | dt: 125ms | tok/sec: 523,321 | mfu: 23.3% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 1.738404 | lrm: 1.00 | dt: 125ms | tok/sec: 523,461 | mfu: 23.3% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 1.705023 | lrm: 1.00 | dt: 125ms | tok/sec: 523,341 | mfu: 23.3% | epoch: 1 | remaining: 299s    
step 00018 (0.3%) | loss: 1.672453 | lrm: 1.00 | dt: 125ms | tok/sec: 523,507 | mfu: 23.3% | epoch: 1 | remaining: 299s    
step 00019 (0.3%) | loss: 1.645801 | lrm: 1.00 | dt: 125ms | tok/sec: 523,402 | mfu: 23.3% | epoch: 1 | remaining: 299s    
step 00020 (0.4%) | loss: 1.623621 | lrm: 1.00 | dt: 125ms | tok/sec: 523,445 | mfu: 23.3% | epoch: 1 | remaining: 299s    
step 00021 (0.4%) | loss: 1.591198 | lrm: 1.00 | dt: 125ms | tok/sec: 523,550 | mfu: 23.3% | epoch: 1 | remaining: 299s    
step 00022 (0.5%) | loss: 1.563028 | lrm: 1.00 | dt: 125ms | tok/sec: 523,696 | mfu: 23.3% | epoch: 1 | remaining: 298s    
step 00023 (0.5%) | loss: 1.535270 | lrm: 1.00 | dt: 125ms | tok/sec: 523,477 | mfu: 23.3% | epoch: 1 | remaining: 298s    
step 00024 (0.5%) | loss: 1.508130 | lrm: 1.00 | dt: 125ms | tok/sec: 523,179 | mfu: 23.3% | epoch: 1 | remaining: 298s    
step 00058 (2.0%) | loss: 1.002942 | lrm: 1.00 | dt: 125ms | tok/sec: 524,552 | mfu: 23.3% | epoch: 1 | remaining: 294s    
step 00059 (2.0%) | loss: 0.997184 | lrm: 1.00 | dt: 125ms | tok/sec: 524,818 | mfu: 23.4% | epoch: 1 | remaining: 294s    
step 00060 (2.0%) | loss: 0.991667 | lrm: 1.00 | dt: 125ms | tok/sec: 524,765 | mfu: 23.3% | epoch: 1 | remaining: 294s    
step 00061 (2.1%) | loss: 0.987660 | lrm: 1.00 | dt: 125ms | tok/sec: 524,391 | mfu: 23.3% | epoch: 1 | remaining: 294s    
step 00062 (2.1%) | loss: 0.978027 | lrm: 1.00 | dt: 125ms | tok/sec: 524,623 | mfu: 23.3% | epoch: 1 | remaining: 294s    
step 00063 (2.2%) | loss: 0.971310 | lrm: 1.00 | dt: 125ms | tok/sec: 524,935 | mfu: 23.4% | epoch: 1 | remaining: 293s    
step 00064 (2.2%) | loss: 0.961203 | lrm: 1.00 | dt: 125ms | tok/sec: 524,750 | mfu: 23.3% | epoch: 1 | remaining: 293s    
step 00065 (2.2%) | loss: 0.952702 | lrm: 1.00 | dt: 125ms | tok/sec: 524,751 | mfu: 23.3% | epoch: 1 | remaining: 293s    
step 00066 (2.3%) | loss: 0.940872 | lrm: 1.00 | dt: 125ms | tok/sec: 524,903 | mfu: 23.4% | epoch: 1 | remaining: 293s    
step 00067 (2.3%) | loss: 0.932001 | lrm: 1.00 | dt: 125ms | tok/sec: 524,736 | mfu: 23.3% | epoch: 1 | remaining: 293s    
step 00068 (2.4%) | loss: 0.924371 | lrm: 1.00 | dt: 125ms | tok/sec: 524,781 | mfu: 23.3% | epoch: 1 | remaining: 293s    
step 00069 (2.4%) | loss: 0.914371 | lrm: 1.00 | dt: 125ms | tok/sec: 524,845 | mfu: 23.4% | epoch: 1 | remaining: 293s    
step 00070 (2.5%) | loss: 0.905542 | lrm: 1.00 | dt: 125ms | tok/sec: 524,737 | mfu: 23.3% | epoch: 1 | remaining: 293s    
step 00071 (2.5%) | loss: 0.894661 | lrm: 1.00 | dt: 125ms | tok/sec: 525,185 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00072 (2.5%) | loss: 0.886286 | lrm: 1.00 | dt: 125ms | tok/sec: 525,066 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00073 (2.6%) | loss: 0.879331 | lrm: 1.00 | dt: 125ms | tok/sec: 524,948 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00074 (2.6%) | loss: 0.876926 | lrm: 1.00 | dt: 125ms | tok/sec: 524,944 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00075 (2.7%) | loss: 0.870249 | lrm: 1.00 | dt: 125ms | tok/sec: 525,010 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00076 (2.7%) | loss: 0.860674 | lrm: 1.00 | dt: 125ms | tok/sec: 524,754 | mfu: 23.3% | epoch: 1 | remaining: 292s    
step 00077 (2.7%) | loss: 0.852231 | lrm: 1.00 | dt: 125ms | tok/sec: 524,980 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00078 (2.8%) | loss: 0.845234 | lrm: 1.00 | dt: 125ms | tok/sec: 524,959 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00079 (2.8%) | loss: 0.841578 | lrm: 1.00 | dt: 125ms | tok/sec: 524,561 | mfu: 23.3% | epoch: 1 | remaining: 291s    
step 00080 (2.9%) | loss: 0.835496 | lrm: 1.00 | dt: 125ms | tok/sec: 524,812 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00081 (2.9%) | loss: 0.829611 | lrm: 1.00 | dt: 125ms | tok/sec: 525,063 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00082 (3.0%) | loss: 0.823197 | lrm: 1.00 | dt: 125ms | tok/sec: 524,742 | mfu: 23.3% | epoch: 1 | remaining: 291s    
step 00083 (3.0%) | loss: 0.818258 | lrm: 1.00 | dt: 125ms | tok/sec: 524,855 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00084 (3.0%) | loss: 0.809003 | lrm: 1.00 | dt: 125ms | tok/sec: 524,603 | mfu: 23.3% | epoch: 1 | remaining: 291s    
step 00085 (3.1%) | loss: 0.803653 | lrm: 1.00 | dt: 125ms | tok/sec: 524,947 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00086 (3.1%) | loss: 0.796247 | lrm: 1.00 | dt: 125ms | tok/sec: 524,657 | mfu: 23.3% | epoch: 1 | remaining: 291s    
step 00087 (3.2%) | loss: 0.789252 | lrm: 1.00 | dt: 125ms | tok/sec: 524,980 | mfu: 23.4% | epoch: 1 | remaining: 290s    
step 00088 (3.2%) | loss: 0.781991 | lrm: 1.00 | dt: 125ms | tok/sec: 524,372 | mfu: 23.3% | epoch: 1 | remaining: 290s    
step 00089 (3.2%) | loss: 0.778774 | lrm: 1.00 | dt: 125ms | tok/sec: 524,862 | mfu: 23.4% | epoch: 1 | remaining: 290s    
step 00090 (3.3%) | loss: 0.775066 | lrm: 1.00 | dt: 125ms | tok/sec: 524,512 | mfu: 23.3% | epoch: 1 | remaining: 290s    
step 00091 (3.3%) | loss: 0.769512 | lrm: 1.00 | dt: 125ms | tok/sec: 524,737 | mfu: 23.3% | epoch: 1 | remaining: 290s    
step 00092 (3.4%) | loss: 0.765068 | lrm: 1.00 | dt: 125ms | tok/sec: 524,706 | mfu: 23.3% | epoch: 1 | remaining: 290s    
step 00093 (3.4%) | loss: 0.759961 | lrm: 1.00 | dt: 125ms | tok/sec: 524,904 | mfu: 23.4% | epoch: 1 | remaining: 290s    
step 00094 (3.5%) | loss: 0.754161 | lrm: 1.00 | dt: 125ms | tok/sec: 524,905 | mfu: 23.4% | epoch: 1 | remaining: 290s    
step 00095 (3.5%) | loss: 0.748800 | lrm: 1.00 | dt: 125ms | tok/sec: 524,691 | mfu: 23.3% | epoch: 1 | remaining: 289s    
step 00096 (3.5%) | loss: 0.743908 | lrm: 1.00 | dt: 125ms | tok/sec: 525,087 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00097 (3.6%) | loss: 0.736167 | lrm: 1.00 | dt: 125ms | tok/sec: 524,949 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00098 (3.6%) | loss: 0.730430 | lrm: 1.00 | dt: 125ms | tok/sec: 525,022 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00099 (3.7%) | loss: 0.726814 | lrm: 1.00 | dt: 125ms | tok/sec: 524,899 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00100 (3.7%) | loss: 0.718522 | lrm: 1.00 | dt: 125ms | tok/sec: 524,742 | mfu: 23.3% | epoch: 1 | remaining: 289s    
step 00101 (3.7%) | loss: 0.713707 | lrm: 1.00 | dt: 125ms | tok/sec: 525,155 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00102 (3.8%) | loss: 0.712347 | lrm: 1.00 | dt: 125ms | tok/sec: 524,857 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00103 (3.8%) | loss: 0.709940 | lrm: 1.00 | dt: 125ms | tok/sec: 524,809 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00104 (3.9%) | loss: 0.703935 | lrm: 1.00 | dt: 125ms | tok/sec: 524,771 | mfu: 23.3% | epoch: 1 | remaining: 288s    
step 00105 (3.9%) | loss: 0.699068 | lrm: 1.00 | dt: 125ms | tok/sec: 524,748 | mfu: 23.3% | epoch: 1 | remaining: 288s    
step 00106 (4.0%) | loss: 0.693575 | lrm: 1.00 | dt: 125ms | tok/sec: 524,720 | mfu: 23.3% | epoch: 1 | remaining: 288s    
step 00107 (4.0%) | loss: 0.688771 | lrm: 1.00 | dt: 125ms | tok/sec: 524,565 | mfu: 23.3% | epoch: 1 | remaining: 288s    
step 00108 (4.0%) | loss: 0.684393 | lrm: 1.00 | dt: 125ms | tok/sec: 524,644 | mfu: 23.3% | epoch: 1 | remaining: 288s    
step 00109 (4.1%) | loss: 0.677455 | lrm: 1.00 | dt: 125ms | tok/sec: 524,843 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00110 (4.1%) | loss: 0.672368 | lrm: 1.00 | dt: 125ms | tok/sec: 524,398 | mfu: 23.3% | epoch: 1 | remaining: 288s    
step 00111 (4.2%) | loss: 0.669270 | lrm: 1.00 | dt: 125ms | tok/sec: 525,045 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00112 (4.2%) | loss: 0.671389 | lrm: 1.00 | dt: 125ms | tok/sec: 524,889 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00113 (4.2%) | loss: 0.670071 | lrm: 1.00 | dt: 125ms | tok/sec: 524,873 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00114 (4.3%) | loss: 0.668533 | lrm: 1.00 | dt: 125ms | tok/sec: 524,411 | mfu: 23.3% | epoch: 1 | remaining: 287s    
step 00115 (4.3%) | loss: 0.664192 | lrm: 1.00 | dt: 125ms | tok/sec: 525,161 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00116 (4.4%) | loss: 0.659605 | lrm: 1.00 | dt: 125ms | tok/sec: 524,917 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00117 (4.4%) | loss: 0.654271 | lrm: 1.00 | dt: 125ms | tok/sec: 524,896 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00118 (4.5%) | loss: 0.649861 | lrm: 1.00 | dt: 125ms | tok/sec: 524,944 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00119 (4.5%) | loss: 0.646862 | lrm: 1.00 | dt: 125ms | tok/sec: 525,032 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00120 (4.5%) | loss: 0.643477 | lrm: 1.00 | dt: 125ms | tok/sec: 524,611 | mfu: 23.3% | epoch: 1 | remaining: 286s    
step 00121 (4.6%) | loss: 0.640690 | lrm: 1.00 | dt: 125ms | tok/sec: 524,832 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00122 (4.6%) | loss: 0.639442 | lrm: 1.00 | dt: 125ms | tok/sec: 524,663 | mfu: 23.3% | epoch: 1 | remaining: 286s    
step 00123 (4.7%) | loss: 0.638528 | lrm: 1.00 | dt: 125ms | tok/sec: 524,814 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00124 (4.7%) | loss: 0.635247 | lrm: 1.00 | dt: 125ms | tok/sec: 524,919 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00125 (4.7%) | loss: 0.631524 | lrm: 1.00 | dt: 125ms | tok/sec: 525,262 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00126 (4.8%) | loss: 0.628221 | lrm: 1.00 | dt: 125ms | tok/sec: 525,139 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00127 (4.8%) | loss: 0.623737 | lrm: 1.00 | dt: 125ms | tok/sec: 525,201 | mfu: 23.4% | epoch: 1 | remaining: 285s    
step 00128 (4.9%) | loss: 0.619101 | lrm: 1.00 | dt: 125ms | tok/sec: 524,701 | mfu: 23.3% | epoch: 1 | remaining: 285s    
step 00129 (4.9%) | loss: 0.617838 | lrm: 1.00 | dt: 125ms | tok/sec: 525,212 | mfu: 23.4% | epoch: 1 | remaining: 285s    
step 00130 (5.0%) | loss: 0.617793 | lrm: 1.00 | dt: 125ms | tok/sec: 525,153 | mfu: 23.4% | epoch: 1 | remaining: 285s    
step 00131 (5.0%) | loss: 0.615182 | lrm: 1.00 | dt: 125ms | tok/sec: 524,916 | mfu: 23.4% | epoch: 1 | remaining: 285s    
step 00132 (5.0%) | loss: 0.610137 | lrm: 1.00 | dt: 125ms | tok/sec: 524,550 | mfu: 23.3% | epoch: 1 | remaining: 285s    
step 00133 (5.1%) | loss: 0.606899 | lrm: 1.00 | dt: 125ms | tok/sec: 524,918 | mfu: 23.4% | epoch: 1 | remaining: 285s    
step 00134 (5.1%) | loss: 0.602534 | lrm: 1.00 | dt: 125ms | tok/sec: 525,136 | mfu: 23.4% | epoch: 1 | remaining: 285s    
step 00135 (5.2%) | loss: 0.602171 | lrm: 1.00 | dt: 125ms | tok/sec: 525,068 | mfu: 23.4% | epoch: 1 | remaining: 284s    
step 00136 (5.2%) | loss: 0.599201 | lrm: 1.00 | dt: 125ms | tok/sec: 524,896 | mfu: 23.4% | epoch: 1 | remaining: 284s    
