wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: ewijaya to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run quge806r
wandb: Tracking run with wandb version 0.25.0
wandb: Run data is saved locally in /home/ubuntu/storage1/recursive-mol/src/wandb/run-20260309_212946-quge806r
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run smiles-d6-ReluSquared
wandb: ⭐️ View project at https://wandb.ai/ewijaya/recursive-mol
wandb: 🚀 View run at https://wandb.ai/ewijaya/recursive-mol/runs/quge806r
Track: smiles
Vocab size: 37
Model config: {'sequence_len': 256, 'vocab_size': 37, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 320, 'window_pattern': 'SSSL', 'activation': 'ReluSquared', 'ffn_mult': 5, 'use_value_embeds': False, 'tie_embed_weights': True}
Parameter counts:
  wte                     : 11,840
  value_embeds            : 0
  lm_head                 : 0
  transformer_matrices    : 8,601,600
  scalars                 : 12
  total                   : 8,613,452
Estimated FLOPs per token: 5.554176e+07
Scaling AdamW LRs by 1/sqrt(320/768) = 1.549193
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 14.264386 | lrm: 1.00 | dt: 2700ms | tok/sec: 24,274 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 20.471157 | lrm: 1.00 | dt: 1256ms | tok/sec: 52,190 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 14.701642 | lrm: 1.00 | dt: 123ms | tok/sec: 533,968 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 11.548518 | lrm: 1.00 | dt: 123ms | tok/sec: 534,412 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.709682 | lrm: 1.00 | dt: 123ms | tok/sec: 534,034 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.466333 | lrm: 1.00 | dt: 123ms | tok/sec: 534,819 | mfu: 23.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.574703 | lrm: 1.00 | dt: 123ms | tok/sec: 534,035 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.909480 | lrm: 1.00 | dt: 123ms | tok/sec: 534,557 | mfu: 23.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.393414 | lrm: 1.00 | dt: 123ms | tok/sec: 534,745 | mfu: 23.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 5.989307 | lrm: 1.00 | dt: 123ms | tok/sec: 534,363 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 5.666168 | lrm: 1.00 | dt: 123ms | tok/sec: 534,789 | mfu: 23.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 5.393411 | lrm: 1.00 | dt: 123ms | tok/sec: 534,700 | mfu: 23.8% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 5.177954 | lrm: 1.00 | dt: 123ms | tok/sec: 534,044 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 4.991382 | lrm: 1.00 | dt: 123ms | tok/sec: 534,871 | mfu: 23.8% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 4.828877 | lrm: 1.00 | dt: 123ms | tok/sec: 534,519 | mfu: 23.8% | epoch: 1 | remaining: 300s    
step 00015 (0.2%) | loss: 4.634899 | lrm: 1.00 | dt: 123ms | tok/sec: 534,306 | mfu: 23.7% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 4.465744 | lrm: 1.00 | dt: 123ms | tok/sec: 534,596 | mfu: 23.8% | epoch: 1 | remaining: 299s    
step 00017 (0.2%) | loss: 4.321436 | lrm: 1.00 | dt: 123ms | tok/sec: 534,790 | mfu: 23.8% | epoch: 1 | remaining: 299s    
step 00018 (0.3%) | loss: 4.196520 | lrm: 1.00 | dt: 123ms | tok/sec: 533,715 | mfu: 23.7% | epoch: 1 | remaining: 299s    
step 00019 (0.3%) | loss: 4.089374 | lrm: 1.00 | dt: 123ms | tok/sec: 534,546 | mfu: 23.8% | epoch: 1 | remaining: 299s    
step 00020 (0.4%) | loss: 3.993798 | lrm: 1.00 | dt: 123ms | tok/sec: 534,728 | mfu: 23.8% | epoch: 1 | remaining: 299s    
step 00021 (0.4%) | loss: 3.915705 | lrm: 1.00 | dt: 123ms | tok/sec: 534,755 | mfu: 23.8% | epoch: 1 | remaining: 299s    
step 00022 (0.4%) | loss: 3.845722 | lrm: 1.00 | dt: 123ms | tok/sec: 534,582 | mfu: 23.8% | epoch: 1 | remaining: 299s    
step 00023 (0.5%) | loss: 3.784720 | lrm: 1.00 | dt: 123ms | tok/sec: 534,353 | mfu: 23.7% | epoch: 1 | remaining: 298s    
step 00055 (1.8%) | loss: 3.238647 | lrm: 1.00 | dt: 122ms | tok/sec: 535,545 | mfu: 23.8% | epoch: 1 | remaining: 294s    
step 00056 (1.8%) | loss: 3.240627 | lrm: 1.00 | dt: 122ms | tok/sec: 536,082 | mfu: 23.8% | epoch: 1 | remaining: 294s    
step 00057 (1.9%) | loss: 3.238445 | lrm: 1.00 | dt: 122ms | tok/sec: 535,890 | mfu: 23.8% | epoch: 1 | remaining: 294s    
step 00058 (1.9%) | loss: 3.231870 | lrm: 1.00 | dt: 122ms | tok/sec: 535,546 | mfu: 23.8% | epoch: 1 | remaining: 294s    
step 00059 (2.0%) | loss: 3.226235 | lrm: 1.00 | dt: 122ms | tok/sec: 535,731 | mfu: 23.8% | epoch: 1 | remaining: 294s    
step 00060 (2.0%) | loss: 3.221985 | lrm: 1.00 | dt: 122ms | tok/sec: 535,328 | mfu: 23.8% | epoch: 1 | remaining: 294s    
step 00061 (2.0%) | loss: 3.218567 | lrm: 1.00 | dt: 122ms | tok/sec: 535,856 | mfu: 23.8% | epoch: 1 | remaining: 294s    
step 00062 (2.1%) | loss: 3.215739 | lrm: 1.00 | dt: 122ms | tok/sec: 535,820 | mfu: 23.8% | epoch: 1 | remaining: 294s    
step 00063 (2.1%) | loss: 3.215333 | lrm: 1.00 | dt: 122ms | tok/sec: 535,526 | mfu: 23.8% | epoch: 1 | remaining: 294s    
step 00064 (2.2%) | loss: 3.211641 | lrm: 1.00 | dt: 122ms | tok/sec: 535,814 | mfu: 23.8% | epoch: 1 | remaining: 293s    
step 00065 (2.2%) | loss: 3.206244 | lrm: 1.00 | dt: 122ms | tok/sec: 535,707 | mfu: 23.8% | epoch: 1 | remaining: 293s    
step 00066 (2.2%) | loss: 3.204531 | lrm: 1.00 | dt: 122ms | tok/sec: 535,467 | mfu: 23.8% | epoch: 1 | remaining: 293s    
step 00067 (2.3%) | loss: 3.204345 | lrm: 1.00 | dt: 122ms | tok/sec: 535,479 | mfu: 23.8% | epoch: 1 | remaining: 293s    
step 00068 (2.3%) | loss: 3.202196 | lrm: 1.00 | dt: 122ms | tok/sec: 535,690 | mfu: 23.8% | epoch: 1 | remaining: 293s    
step 00069 (2.4%) | loss: 3.201492 | lrm: 1.00 | dt: 122ms | tok/sec: 535,643 | mfu: 23.8% | epoch: 1 | remaining: 293s    
step 00070 (2.4%) | loss: 3.196764 | lrm: 1.00 | dt: 122ms | tok/sec: 535,224 | mfu: 23.8% | epoch: 1 | remaining: 293s    
step 00071 (2.4%) | loss: 3.190949 | lrm: 1.00 | dt: 122ms | tok/sec: 535,082 | mfu: 23.8% | epoch: 1 | remaining: 293s    
step 00072 (2.5%) | loss: 3.186253 | lrm: 1.00 | dt: 122ms | tok/sec: 535,164 | mfu: 23.8% | epoch: 1 | remaining: 292s    
step 00073 (2.5%) | loss: 3.185371 | lrm: 1.00 | dt: 122ms | tok/sec: 535,330 | mfu: 23.8% | epoch: 1 | remaining: 292s    
step 00074 (2.6%) | loss: 3.181768 | lrm: 1.00 | dt: 122ms | tok/sec: 536,055 | mfu: 23.8% | epoch: 1 | remaining: 292s    
step 00075 (2.6%) | loss: 3.177491 | lrm: 1.00 | dt: 123ms | tok/sec: 534,074 | mfu: 23.7% | epoch: 1 | remaining: 292s    
step 00076 (2.7%) | loss: 3.171712 | lrm: 1.00 | dt: 122ms | tok/sec: 535,085 | mfu: 23.8% | epoch: 1 | remaining: 292s    
step 00077 (2.7%) | loss: 3.171835 | lrm: 1.00 | dt: 123ms | tok/sec: 534,935 | mfu: 23.8% | epoch: 1 | remaining: 292s    
step 00078 (2.7%) | loss: 3.165822 | lrm: 1.00 | dt: 122ms | tok/sec: 535,105 | mfu: 23.8% | epoch: 1 | remaining: 292s    
step 00079 (2.8%) | loss: 3.162050 | lrm: 1.00 | dt: 122ms | tok/sec: 535,706 | mfu: 23.8% | epoch: 1 | remaining: 292s    
step 00080 (2.8%) | loss: 3.160330 | lrm: 1.00 | dt: 122ms | tok/sec: 535,821 | mfu: 23.8% | epoch: 1 | remaining: 291s    
step 00081 (2.9%) | loss: 3.155376 | lrm: 1.00 | dt: 122ms | tok/sec: 535,401 | mfu: 23.8% | epoch: 1 | remaining: 291s    
step 00082 (2.9%) | loss: 3.151218 | lrm: 1.00 | dt: 122ms | tok/sec: 535,469 | mfu: 23.8% | epoch: 1 | remaining: 291s    
step 00083 (2.9%) | loss: 3.145293 | lrm: 1.00 | dt: 122ms | tok/sec: 535,755 | mfu: 23.8% | epoch: 1 | remaining: 291s    
step 00084 (3.0%) | loss: 3.140691 | lrm: 1.00 | dt: 122ms | tok/sec: 535,356 | mfu: 23.8% | epoch: 1 | remaining: 291s    
step 00085 (3.0%) | loss: 3.136128 | lrm: 1.00 | dt: 122ms | tok/sec: 535,665 | mfu: 23.8% | epoch: 1 | remaining: 291s    
step 00086 (3.1%) | loss: 3.136395 | lrm: 1.00 | dt: 122ms | tok/sec: 536,186 | mfu: 23.8% | epoch: 1 | remaining: 291s    
step 00087 (3.1%) | loss: 3.134741 | lrm: 1.00 | dt: 122ms | tok/sec: 535,620 | mfu: 23.8% | epoch: 1 | remaining: 291s    
step 00088 (3.1%) | loss: 3.130436 | lrm: 1.00 | dt: 122ms | tok/sec: 535,802 | mfu: 23.8% | epoch: 1 | remaining: 290s    
step 00089 (3.2%) | loss: 3.128985 | lrm: 1.00 | dt: 122ms | tok/sec: 535,828 | mfu: 23.8% | epoch: 1 | remaining: 290s    
step 00090 (3.2%) | loss: 3.124115 | lrm: 1.00 | dt: 123ms | tok/sec: 534,882 | mfu: 23.8% | epoch: 1 | remaining: 290s    
step 00091 (3.3%) | loss: 3.123871 | lrm: 1.00 | dt: 122ms | tok/sec: 535,908 | mfu: 23.8% | epoch: 1 | remaining: 290s    
step 00092 (3.3%) | loss: 3.142402 | lrm: 1.00 | dt: 122ms | tok/sec: 536,216 | mfu: 23.8% | epoch: 1 | remaining: 290s    
step 00093 (3.3%) | loss: 3.138257 | lrm: 1.00 | dt: 122ms | tok/sec: 535,436 | mfu: 23.8% | epoch: 1 | remaining: 290s    
step 00094 (3.4%) | loss: 3.146179 | lrm: 1.00 | dt: 122ms | tok/sec: 535,277 | mfu: 23.8% | epoch: 1 | remaining: 290s    
step 00095 (3.4%) | loss: 3.147521 | lrm: 1.00 | dt: 122ms | tok/sec: 535,788 | mfu: 23.8% | epoch: 1 | remaining: 290s    
step 00096 (3.5%) | loss: 3.157748 | lrm: 1.00 | dt: 122ms | tok/sec: 535,370 | mfu: 23.8% | epoch: 1 | remaining: 289s    
step 00097 (3.5%) | loss: 3.177412 | lrm: 1.00 | dt: 122ms | tok/sec: 535,435 | mfu: 23.8% | epoch: 1 | remaining: 289s    
step 00098 (3.6%) | loss: 3.193126 | lrm: 1.00 | dt: 122ms | tok/sec: 536,226 | mfu: 23.8% | epoch: 1 | remaining: 289s    
step 00099 (3.6%) | loss: 3.192259 | lrm: 1.00 | dt: 122ms | tok/sec: 535,256 | mfu: 23.8% | epoch: 1 | remaining: 289s    
step 00100 (3.6%) | loss: 3.192192 | lrm: 1.00 | dt: 123ms | tok/sec: 534,935 | mfu: 23.8% | epoch: 1 | remaining: 289s    
step 00101 (3.7%) | loss: 3.192612 | lrm: 1.00 | dt: 122ms | tok/sec: 535,788 | mfu: 23.8% | epoch: 1 | remaining: 289s    
step 00102 (3.7%) | loss: 3.251087 | lrm: 1.00 | dt: 123ms | tok/sec: 534,569 | mfu: 23.8% | epoch: 1 | remaining: 289s    
step 00103 (3.8%) | loss: 3.299007 | lrm: 1.00 | dt: 122ms | tok/sec: 535,694 | mfu: 23.8% | epoch: 1 | remaining: 289s    
step 00104 (3.8%) | loss: 3.338669 | lrm: 1.00 | dt: 122ms | tok/sec: 536,147 | mfu: 23.8% | epoch: 1 | remaining: 288s    
step 00105 (3.8%) | loss: 3.371049 | lrm: 1.00 | dt: 122ms | tok/sec: 534,992 | mfu: 23.8% | epoch: 1 | remaining: 288s    
step 00106 (3.9%) | loss: 3.397333 | lrm: 1.00 | dt: 122ms | tok/sec: 535,896 | mfu: 23.8% | epoch: 1 | remaining: 288s    
step 00107 (3.9%) | loss: 3.442696 | lrm: 1.00 | dt: 122ms | tok/sec: 535,877 | mfu: 23.8% | epoch: 1 | remaining: 288s    
step 00108 (4.0%) | loss: 3.463520 | lrm: 1.00 | dt: 122ms | tok/sec: 535,119 | mfu: 23.8% | epoch: 1 | remaining: 288s    
step 00109 (4.0%) | loss: 3.485395 | lrm: 1.00 | dt: 122ms | tok/sec: 535,945 | mfu: 23.8% | epoch: 1 | remaining: 288s    
step 00110 (4.0%) | loss: 3.514127 | lrm: 1.00 | dt: 122ms | tok/sec: 535,924 | mfu: 23.8% | epoch: 1 | remaining: 288s    
step 00111 (4.1%) | loss: 3.531025 | lrm: 1.00 | dt: 122ms | tok/sec: 535,097 | mfu: 23.8% | epoch: 1 | remaining: 288s    
step 00112 (4.1%) | loss: 3.547098 | lrm: 1.00 | dt: 122ms | tok/sec: 535,682 | mfu: 23.8% | epoch: 1 | remaining: 288s    
step 00113 (4.2%) | loss: 3.557759 | lrm: 1.00 | dt: 122ms | tok/sec: 535,606 | mfu: 23.8% | epoch: 1 | remaining: 287s    
step 00114 (4.2%) | loss: 3.567802 | lrm: 1.00 | dt: 122ms | tok/sec: 535,192 | mfu: 23.8% | epoch: 1 | remaining: 287s    
step 00115 (4.2%) | loss: 3.573815 | lrm: 1.00 | dt: 122ms | tok/sec: 535,715 | mfu: 23.8% | epoch: 1 | remaining: 287s    
step 00116 (4.3%) | loss: 3.579614 | lrm: 1.00 | dt: 122ms | tok/sec: 535,571 | mfu: 23.8% | epoch: 1 | remaining: 287s    
step 00117 (4.3%) | loss: 3.588540 | lrm: 1.00 | dt: 123ms | tok/sec: 534,972 | mfu: 23.8% | epoch: 1 | remaining: 287s    
step 00118 (4.4%) | loss: 3.591587 | lrm: 1.00 | dt: 122ms | tok/sec: 535,047 | mfu: 23.8% | epoch: 1 | remaining: 287s    
step 00119 (4.4%) | loss: 3.594050 | lrm: 1.00 | dt: 122ms | tok/sec: 535,314 | mfu: 23.8% | epoch: 1 | remaining: 287s    
step 00120 (4.4%) | loss: 3.599436 | lrm: 1.00 | dt: 123ms | tok/sec: 534,950 | mfu: 23.8% | epoch: 1 | remaining: 287s    
step 00121 (4.5%) | loss: 3.605615 | lrm: 1.00 | dt: 122ms | tok/sec: 535,340 | mfu: 23.8% | epoch: 1 | remaining: 286s    
step 00122 (4.5%) | loss: 3.605195 | lrm: 1.00 | dt: 122ms | tok/sec: 535,899 | mfu: 23.8% | epoch: 1 | remaining: 286s    
step 00123 (4.6%) | loss: 3.606041 | lrm: 1.00 | dt: 122ms | tok/sec: 535,592 | mfu: 23.8% | epoch: 1 | remaining: 286s    
step 00124 (4.6%) | loss: 3.606562 | lrm: 1.00 | dt: 122ms | tok/sec: 536,251 | mfu: 23.8% | epoch: 1 | remaining: 286s    
step 00125 (4.7%) | loss: 3.613735 | lrm: 1.00 | dt: 122ms | tok/sec: 535,534 | mfu: 23.8% | epoch: 1 | remaining: 286s    
step 00126 (4.7%) | loss: 3.619176 | lrm: 1.00 | dt: 122ms | tok/sec: 535,312 | mfu: 23.8% | epoch: 1 | remaining: 286s    
step 00127 (4.7%) | loss: 3.619603 | lrm: 1.00 | dt: 122ms | tok/sec: 536,046 | mfu: 23.8% | epoch: 1 | remaining: 286s    
step 00128 (4.8%) | loss: 3.619123 | lrm: 1.00 | dt: 122ms | tok/sec: 535,628 | mfu: 23.8% | epoch: 1 | remaining: 286s    
step 00129 (4.8%) | loss: 3.618720 | lrm: 1.00 | dt: 122ms | tok/sec: 535,245 | mfu: 23.8% | epoch: 1 | remaining: 285s    
step 00130 (4.9%) | loss: 3.616773 | lrm: 1.00 | dt: 122ms | tok/sec: 536,550 | mfu: 23.8% | epoch: 1 | remaining: 285s    
step 00131 (4.9%) | loss: 3.612673 | lrm: 1.00 | dt: 122ms | tok/sec: 535,150 | mfu: 23.8% | epoch: 1 | remaining: 285s    
step 00132 (4.9%) | loss: 3.614476 | lrm: 1.00 | dt: 122ms | tok/sec: 535,338 | mfu: 23.8% | epoch: 1 | remaining: 285s    
step 00133 (5.0%) | loss: 3.614022 | lrm: 1.00 | dt: 122ms | tok/sec: 535,901 | mfu: 23.8% | epoch: 1 | remaining: 285s    
step 00134 (5.0%) | loss: 3.613407 | lrm: 1.00 | dt: 122ms | tok/sec: 535,505 | mfu: 23.8% | epoch: 1 | remaining: 285s    
step 00135 (5.1%) | loss: 3.609956 | lrm: 1.00 | dt: 122ms | tok/sec: 535,056 | mfu: 23.8% | epoch: 1 | remaining: 285s    
step 00136 (5.1%) | loss: 3.605047 | lrm: 1.00 | dt: 122ms | tok/sec: 536,353 | mfu: 23.8% | epoch: 1 | remaining: 285s    
step 00137 (5.1%) | loss: 3.600442 | lrm: 1.00 | dt: 122ms | tok/sec: 535,810 | mfu: 23.8% | epoch: 1 | remaining: 284s    
