Track: smiles
Vocab size: 37
Model config: {'sequence_len': 256, 'vocab_size': 37, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 320, 'window_pattern': 'SSSL', 'activation': 'ReluSquared', 'ffn_mult': 5, 'use_value_embeds': True, 'tie_embed_weights': False}
Parameter counts:
  wte                     : 11,840
  value_embeds            : 35,520
  lm_head                 : 11,840
  transformer_matrices    : 8,602,080
  scalars                 : 12
  total                   : 8,661,292
Estimated FLOPs per token: 5.561568e+07
Scaling AdamW LRs by 1/sqrt(320/768) = 1.549193
Time budget: 300s
Max epochs: 10
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 3.611664 | lrm: 1.00 | dt: 37609ms | tok/sec: 1,742 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 3.267595 | lrm: 1.00 | dt: 125ms | tok/sec: 522,276 | mfu: 23.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 2.821056 | lrm: 1.00 | dt: 13386ms | tok/sec: 4,895 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 2.553164 | lrm: 1.00 | dt: 142ms | tok/sec: 462,006 | mfu: 20.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 2.377369 | lrm: 1.00 | dt: 125ms | tok/sec: 525,345 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 2.256912 | lrm: 1.00 | dt: 125ms | tok/sec: 524,986 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 2.162355 | lrm: 1.00 | dt: 125ms | tok/sec: 525,634 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 2.089963 | lrm: 1.00 | dt: 125ms | tok/sec: 524,976 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 2.037831 | lrm: 1.00 | dt: 125ms | tok/sec: 524,988 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 1.995444 | lrm: 1.00 | dt: 125ms | tok/sec: 525,353 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 1.950530 | lrm: 1.00 | dt: 125ms | tok/sec: 525,806 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 1.908750 | lrm: 1.00 | dt: 125ms | tok/sec: 525,611 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 1.873590 | lrm: 1.00 | dt: 125ms | tok/sec: 525,793 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 1.838365 | lrm: 1.00 | dt: 125ms | tok/sec: 525,656 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 1.805083 | lrm: 1.00 | dt: 125ms | tok/sec: 525,497 | mfu: 23.4% | epoch: 1 | remaining: 300s    
step 00015 (0.2%) | loss: 1.771864 | lrm: 1.00 | dt: 125ms | tok/sec: 525,179 | mfu: 23.4% | epoch: 1 | remaining: 299s    
step 00071 (2.5%) | loss: 0.895663 | lrm: 1.00 | dt: 125ms | tok/sec: 525,607 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00072 (2.5%) | loss: 0.888353 | lrm: 1.00 | dt: 125ms | tok/sec: 525,087 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00073 (2.6%) | loss: 0.882529 | lrm: 1.00 | dt: 125ms | tok/sec: 525,651 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00074 (2.6%) | loss: 0.878570 | lrm: 1.00 | dt: 125ms | tok/sec: 525,792 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00075 (2.7%) | loss: 0.869974 | lrm: 1.00 | dt: 125ms | tok/sec: 525,634 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00076 (2.7%) | loss: 0.862220 | lrm: 1.00 | dt: 125ms | tok/sec: 525,843 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00077 (2.7%) | loss: 0.855849 | lrm: 1.00 | dt: 125ms | tok/sec: 525,664 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00078 (2.8%) | loss: 0.848470 | lrm: 1.00 | dt: 125ms | tok/sec: 525,452 | mfu: 23.4% | epoch: 1 | remaining: 292s    
step 00079 (2.8%) | loss: 0.844617 | lrm: 1.00 | dt: 125ms | tok/sec: 525,622 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00080 (2.9%) | loss: 0.837253 | lrm: 1.00 | dt: 125ms | tok/sec: 525,118 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00081 (2.9%) | loss: 0.830482 | lrm: 1.00 | dt: 125ms | tok/sec: 525,470 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00082 (3.0%) | loss: 0.823896 | lrm: 1.00 | dt: 125ms | tok/sec: 525,385 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00083 (3.0%) | loss: 0.816317 | lrm: 1.00 | dt: 125ms | tok/sec: 525,691 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00084 (3.0%) | loss: 0.803946 | lrm: 1.00 | dt: 125ms | tok/sec: 525,358 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00085 (3.1%) | loss: 0.798311 | lrm: 1.00 | dt: 125ms | tok/sec: 525,762 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00086 (3.1%) | loss: 0.793456 | lrm: 1.00 | dt: 125ms | tok/sec: 525,538 | mfu: 23.4% | epoch: 1 | remaining: 291s    
step 00087 (3.2%) | loss: 0.786289 | lrm: 1.00 | dt: 125ms | tok/sec: 524,289 | mfu: 23.3% | epoch: 1 | remaining: 290s    
step 00088 (3.2%) | loss: 0.778796 | lrm: 1.00 | dt: 125ms | tok/sec: 524,586 | mfu: 23.3% | epoch: 1 | remaining: 290s    
step 00089 (3.2%) | loss: 0.774954 | lrm: 1.00 | dt: 125ms | tok/sec: 524,295 | mfu: 23.3% | epoch: 1 | remaining: 290s    
step 00090 (3.3%) | loss: 0.774286 | lrm: 1.00 | dt: 125ms | tok/sec: 524,504 | mfu: 23.3% | epoch: 1 | remaining: 290s    
step 00091 (3.3%) | loss: 0.770570 | lrm: 1.00 | dt: 125ms | tok/sec: 525,618 | mfu: 23.4% | epoch: 1 | remaining: 290s    
step 00092 (3.4%) | loss: 0.765706 | lrm: 1.00 | dt: 125ms | tok/sec: 525,581 | mfu: 23.4% | epoch: 1 | remaining: 290s    
step 00093 (3.4%) | loss: 0.759100 | lrm: 1.00 | dt: 125ms | tok/sec: 525,523 | mfu: 23.4% | epoch: 1 | remaining: 290s    
step 00094 (3.5%) | loss: 0.752444 | lrm: 1.00 | dt: 125ms | tok/sec: 525,598 | mfu: 23.4% | epoch: 1 | remaining: 290s    
step 00095 (3.5%) | loss: 0.747511 | lrm: 1.00 | dt: 125ms | tok/sec: 525,585 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00096 (3.5%) | loss: 0.744360 | lrm: 1.00 | dt: 125ms | tok/sec: 525,032 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00097 (3.6%) | loss: 0.739840 | lrm: 1.00 | dt: 125ms | tok/sec: 525,775 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00098 (3.6%) | loss: 0.736312 | lrm: 1.00 | dt: 125ms | tok/sec: 525,525 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00099 (3.7%) | loss: 0.732151 | lrm: 1.00 | dt: 125ms | tok/sec: 525,757 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00100 (3.7%) | loss: 0.724570 | lrm: 1.00 | dt: 125ms | tok/sec: 525,470 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00101 (3.7%) | loss: 0.720459 | lrm: 1.00 | dt: 125ms | tok/sec: 525,589 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00102 (3.8%) | loss: 0.716540 | lrm: 1.00 | dt: 125ms | tok/sec: 525,065 | mfu: 23.4% | epoch: 1 | remaining: 289s    
step 00103 (3.8%) | loss: 0.712005 | lrm: 1.00 | dt: 125ms | tok/sec: 525,351 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00104 (3.9%) | loss: 0.706655 | lrm: 1.00 | dt: 125ms | tok/sec: 524,945 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00105 (3.9%) | loss: 0.702131 | lrm: 1.00 | dt: 125ms | tok/sec: 525,986 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00106 (4.0%) | loss: 0.696327 | lrm: 1.00 | dt: 125ms | tok/sec: 525,559 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00107 (4.0%) | loss: 0.691523 | lrm: 1.00 | dt: 125ms | tok/sec: 525,507 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00108 (4.0%) | loss: 0.687932 | lrm: 1.00 | dt: 125ms | tok/sec: 525,611 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00109 (4.1%) | loss: 0.682189 | lrm: 1.00 | dt: 125ms | tok/sec: 525,961 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00110 (4.1%) | loss: 0.676402 | lrm: 1.00 | dt: 125ms | tok/sec: 525,597 | mfu: 23.4% | epoch: 1 | remaining: 288s    
step 00111 (4.2%) | loss: 0.671082 | lrm: 1.00 | dt: 125ms | tok/sec: 525,569 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00112 (4.2%) | loss: 0.669369 | lrm: 1.00 | dt: 125ms | tok/sec: 525,139 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00113 (4.2%) | loss: 0.668109 | lrm: 1.00 | dt: 125ms | tok/sec: 525,936 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00114 (4.3%) | loss: 0.667898 | lrm: 1.00 | dt: 125ms | tok/sec: 525,555 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00115 (4.3%) | loss: 0.662351 | lrm: 1.00 | dt: 125ms | tok/sec: 525,519 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00116 (4.4%) | loss: 0.657317 | lrm: 1.00 | dt: 125ms | tok/sec: 525,409 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00117 (4.4%) | loss: 0.652069 | lrm: 1.00 | dt: 125ms | tok/sec: 525,695 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00118 (4.5%) | loss: 0.648502 | lrm: 1.00 | dt: 125ms | tok/sec: 525,509 | mfu: 23.4% | epoch: 1 | remaining: 287s    
step 00119 (4.5%) | loss: 0.647072 | lrm: 1.00 | dt: 125ms | tok/sec: 525,191 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00120 (4.5%) | loss: 0.645904 | lrm: 1.00 | dt: 125ms | tok/sec: 524,251 | mfu: 23.3% | epoch: 1 | remaining: 286s    
step 00121 (4.6%) | loss: 0.643681 | lrm: 1.00 | dt: 125ms | tok/sec: 525,587 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00122 (4.6%) | loss: 0.641814 | lrm: 1.00 | dt: 125ms | tok/sec: 525,570 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00123 (4.7%) | loss: 0.641969 | lrm: 1.00 | dt: 125ms | tok/sec: 525,534 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00124 (4.7%) | loss: 0.639528 | lrm: 1.00 | dt: 125ms | tok/sec: 525,678 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00125 (4.7%) | loss: 0.634860 | lrm: 1.00 | dt: 125ms | tok/sec: 525,609 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00126 (4.8%) | loss: 0.629945 | lrm: 1.00 | dt: 125ms | tok/sec: 525,569 | mfu: 23.4% | epoch: 1 | remaining: 286s    
step 00127 (4.8%) | loss: 0.624454 | lrm: 1.00 | dt: 125ms | tok/sec: 524,923 | mfu: 23.4% | epoch: 1 | remaining: 285s    
step 00128 (4.9%) | loss: 0.619139 | lrm: 1.00 | dt: 125ms | tok/sec: 524,678 | mfu: 23.3% | epoch: 1 | remaining: 285s    
step 00129 (4.9%) | loss: 0.618297 | lrm: 1.00 | dt: 125ms | tok/sec: 524,587 | mfu: 23.3% | epoch: 1 | remaining: 285s    
step 00130 (5.0%) | loss: 0.618755 | lrm: 1.00 | dt: 125ms | tok/sec: 524,142 | mfu: 23.3% | epoch: 1 | remaining: 285s    
step 00131 (5.0%) | loss: 0.617508 | lrm: 1.00 | dt: 125ms | tok/sec: 525,303 | mfu: 23.4% | epoch: 1 | remaining: 285s    
step 00132 (5.0%) | loss: 0.612852 | lrm: 1.00 | dt: 125ms | tok/sec: 524,402 | mfu: 23.3% | epoch: 1 | remaining: 285s    
step 00133 (5.1%) | loss: 0.607974 | lrm: 1.00 | dt: 125ms | tok/sec: 525,635 | mfu: 23.4% | epoch: 1 | remaining: 285s    
step 00134 (5.1%) | loss: 0.603303 | lrm: 1.00 | dt: 125ms | tok/sec: 525,602 | mfu: 23.4% | epoch: 1 | remaining: 285s    
step 00135 (5.2%) | loss: 0.603003 | lrm: 1.00 | dt: 125ms | tok/sec: 525,843 | mfu: 23.4% | epoch: 1 | remaining: 284s    
step 00136 (5.2%) | loss: 0.600860 | lrm: 1.00 | dt: 125ms | tok/sec: 525,166 | mfu: 23.4% | epoch: 1 | remaining: 284s    
step 00137 (5.2%) | loss: 0.600786 | lrm: 1.00 | dt: 125ms | tok/sec: 525,282 | mfu: 23.4% | epoch: 1 | remaining: 284s    
step 00138 (5.3%) | loss: 0.598198 | lrm: 1.00 | dt: 125ms | tok/sec: 525,389 | mfu: 23.4% | epoch: 1 | remaining: 284s    
step 00139 (5.3%) | loss: 0.596895 | lrm: 1.00 | dt: 125ms | tok/sec: 525,114 | mfu: 23.4% | epoch: 1 | remaining: 284s    
step 00140 (5.4%) | loss: 0.596509 | lrm: 1.00 | dt: 125ms | tok/sec: 525,677 | mfu: 23.4% | epoch: 1 | remaining: 284s    
step 00141 (5.4%) | loss: 0.593758 | lrm: 1.00 | dt: 125ms | tok/sec: 525,634 | mfu: 23.4% | epoch: 1 | remaining: 284s    
step 00142 (5.4%) | loss: 0.589129 | lrm: 1.00 | dt: 125ms | tok/sec: 525,637 | mfu: 23.4% | epoch: 1 | remaining: 284s    
step 00143 (5.5%) | loss: 0.587263 | lrm: 1.00 | dt: 125ms | tok/sec: 525,385 | mfu: 23.4% | epoch: 1 | remaining: 283s    
step 00144 (5.5%) | loss: 0.584593 | lrm: 1.00 | dt: 125ms | tok/sec: 525,248 | mfu: 23.4% | epoch: 1 | remaining: 283s    
step 00145 (5.6%) | loss: 0.582435 | lrm: 1.00 | dt: 125ms | tok/sec: 525,689 | mfu: 23.4% | epoch: 1 | remaining: 283s    
step 00146 (5.6%) | loss: 0.581112 | lrm: 1.00 | dt: 125ms | tok/sec: 525,806 | mfu: 23.4% | epoch: 1 | remaining: 283s    
step 00147 (5.7%) | loss: 0.581954 | lrm: 1.00 | dt: 125ms | tok/sec: 525,814 | mfu: 23.4% | epoch: 1 | remaining: 283s    
step 00148 (5.7%) | loss: 0.577539 | lrm: 1.00 | dt: 125ms | tok/sec: 525,463 | mfu: 23.4% | epoch: 1 | remaining: 283s    
step 00149 (5.7%) | loss: 0.574689 | lrm: 1.00 | dt: 125ms | tok/sec: 525,195 | mfu: 23.4% | epoch: 1 | remaining: 283s    
step 00150 (5.8%) | loss: 0.573308 | lrm: 1.00 | dt: 125ms | tok/sec: 525,488 | mfu: 23.4% | epoch: 1 | remaining: 283s    
step 00151 (5.8%) | loss: 0.573268 | lrm: 1.00 | dt: 125ms | tok/sec: 524,767 | mfu: 23.3% | epoch: 1 | remaining: 282s    
step 00152 (5.9%) | loss: 0.574573 | lrm: 1.00 | dt: 125ms | tok/sec: 525,098 | mfu: 23.4% | epoch: 1 | remaining: 282s    
step 00153 (5.9%) | loss: 0.571202 | lrm: 1.00 | dt: 125ms | tok/sec: 525,314 | mfu: 23.4% | epoch: 1 | remaining: 282s    
